simple_sku,product_name,sale_price,discounted_price,discounted_percentage,currency,"Category lv1","Category lv2","Category lv3",picture_url,image_url_2,image_url_3,image_url_4,image_url_5,tracking_link,brand,app_tracking_link
SA861ELAAFIM5FANTH-31875850,"Samsung Galaxy J7 Pro (Black)",10900.00,7880.00,0,THB,"Mobiles & Tablets",Mobiles,,https://th-live-02.slatic.net/p/2/samsung-galaxy-j7-pro-black-1497953210-55726062-16ef7bbce63a138ec4a4e8761ee84885-product.jpg,https://th-live-03.slatic.net/p/2/samsung-galaxy-j7-pro-black-1497953210-55726062-b03ceadf8c38793e763789deafd861c0-product.jpg,https://th-live-01.slatic.net/p/2/samsung-galaxy-j7-pro-black-1497953210-55726062-b75bd3ff0bb081b009469c2ad348955e-product.jpg,https://th-live-02.slatic.net/p/2/samsung-galaxy-j7-pro-black-1497953210-55726062-8de07fb1f79dc0010627d23463d2e39e-product.jpg,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fsamsung-galaxy-j7-pro-black-26062755.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Samsung,http://ho.lazada.co.th/SHHWUy?sku=SA861ELAAFIM5FANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fsamsung-galaxy-j7-pro-black-26062755.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
VO254ELAAJK8PWANTH-39902102,"VOCOPRO HYBRID-PLAY-8 Eight Channel UHF Digital Hybrid Wireless Headset & Lapel Mic System",33798.00,33170.00,0,THB,"TV, Audio / Video, Gaming & Wearables",Audio,"Home Entertainment",https://th-live-03.slatic.net/p/2/vocopro-hybrid-play-8-eight-channel-uhf-digital-hybrid-wireless-headset-amp-lapel-mic-system-1507332662-42175823-eec5bacf5ced14a6346f0c72c62a357d-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fvocopro-hybrid-play-8-eight-channel-uhf-digital-hybrid-wireless-headset-amp-lapel-mic-system-32857124.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," A total of 16 frequencies • Receiver Dimensions (w/o brackets attached): 17.00""""W x 1.75""""H x 5.25""""D Brand : VocoPro Item mode",http://ho.lazada.co.th/SHHWUy?sku=VO254ELAAJK8PWANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fvocopro-hybrid-play-8-eight-channel-uhf-digital-hybrid-wireless-headset-amp-lapel-mic-system-32857124.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
BA379OTAAARA7LANTH-21906712,"ที่จับมือถือ 3 in 1 เอนกประสงค์ ในรถยนต์ Car Phone Holder ยืดและหมุนได้ 360 องศา",400.00,98.00,0,THB,Motors,Automotive,"Interior Accessories",https://th-live-01.slatic.net/p/8/3-in-1-car-phone-holder-360-1499178621-50196081-c6885181a2022b3902a3a1723bffc5e0-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2F3-in-1-car-phone-holder-360-18069105.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,"Bangkok life",http://ho.lazada.co.th/SHHWUy?sku=BA379OTAAARA7LANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252F3-in-1-car-phone-holder-360-18069105.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
FO533TBAA4BQ76ANTH-9242604,"ขายยกลัง! โฟร์โมสต์ นม UHT สูตร Omega Gold 180 มล. รสจืด (24กล่อง/ลัง)",320.00,270.00,0,THB,"Mother & Baby",Feeding,"Baby & Toddler Foods",https://th-live-02.slatic.net/p/4/uht-omega-gold-180-24-1476678347-4365627-49f4b7a711bfc1e4f88d7ff7a9e78aea-product.jpg,https://th-live-02.slatic.net/p/4/uht-omega-gold-180-24-1476678353-4365627-dfd27e435141b5d9402a23d0c5c3d251-product.jpg,https://th-live-02.slatic.net/p/4/uht-omega-gold-180-24-1476678358-4365627-b05bc0a7d5b1c221998754d0c0dbaa8b-product.jpg,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fuht-omega-gold-180-24-7265634.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,FOREMOST,http://ho.lazada.co.th/SHHWUy?sku=FO533TBAA4BQ76ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fuht-omega-gold-180-24-7265634.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
HA496HLAA4P2LRANTH-10084009,"Hakone ชั้นวางของ ชั้นเก็บของ ชั้นเหล็กวางของ ชั้นวางของอเนกประสงค์ ชั้นวางของ 4 ชั้น",1390.00,749.00,0,THB,"Furniture & Decor",Furniture,"Living Room Furniture",https://th-live-01.slatic.net/p/3/hakone-4-1494567014-9328887-b4329d342e649ec70f4fef77a0ed4389-product.jpg,https://th-live-01.slatic.net/p/3/hakone-4-1494567014-9328887-e225f877cd9101d7f22d04dfba4ea8ee-product.jpg,https://th-live-01.slatic.net/p/3/hakone-4-1494567014-9328887-b54e473243c102e401594010558dad30-product.jpg,https://th-live-03.slatic.net/p/3/hakone-4-1494567014-9328887-08c52b62a1e5866cae6b3a186caccdcc-product.jpg,https://th-live-02.slatic.net/p/3/hakone-4-1494567014-9328887-1cd6ee166889404ae6b8ce890ee5d07c-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fhakone-4-7888239.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Hakone,http://ho.lazada.co.th/SHHWUy?sku=HA496HLAA4P2LRANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fhakone-4-7888239.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355SPAAQZTB6ANTH-54848873,"CORE Tension Chair with Carry Bag - intl",7752.00,7444.00,0,THB,"Sports & Outdoors","Outdoor Recreation","Camping & Hiking",https://th-live-02.slatic.net/p/6/core-tension-chair-with-carry-bag-intl-1505954076-26904354-652f0e04c53a3d7a85d0d7e9e9ae5152-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fcore-tension-chair-with-carry-bag-intl-45340962.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," Seat Height: 19"""" from ground; Weight capacity: up to 300 lbs; 1 Year Limited Warranty Brand : CORE Equipment MPN(PartNumber) :",http://ho.lazada.co.th/SHHWUy?sku=UN355SPAAQZTB6ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fcore-tension-chair-with-carry-bag-intl-45340962.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
SA861ELAAF8UHVANTH-31174051,"Samsung Galaxy J7-Prime (Black) SD Card not Included",8990.00,6150.00,0,THB,"Mobiles & Tablets",Mobiles,,https://th-live-03.slatic.net/p/2/samsung-galaxy-j7-prime-black-sd-card-not-included-1497861340-11070652-d2442a07d712e61fde91ad3120d789c6-product.jpg,https://th-live-03.slatic.net/p/2/samsung-galaxy-j7-prime-black-sd-card-not-included-1497861340-11070652-c3f5302ce4591d814225ad4bfc88e318-product.jpg,https://th-live-01.slatic.net/p/2/samsung-galaxy-j7-prime-black-sd-card-not-included-1497861340-11070652-de00c43c5740266dc9b6b4ecd167585f-product.jpg,https://th-live-02.slatic.net/p/2/samsung-galaxy-j7-prime-black-sd-card-not-included-1497861340-11070652-873825e57c7d64ccd0b46d54e0b07dce-product.jpg,https://th-live-01.slatic.net/p/2/samsung-galaxy-j7-prime-black-sd-card-not-included-1497861340-11070652-f253d297f0a89ee41989dfc580345e26-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fsamsung-galaxy-j7-prime-black-sd-card-not-included-25607011.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Samsung,http://ho.lazada.co.th/SHHWUy?sku=SA861ELAAF8UHVANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fsamsung-galaxy-j7-prime-black-sd-card-not-included-25607011.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
MA757TBAA4P9VKANTH-10094933,"Mamy Poko กางเกงผ้าอ้อม รุ่น Happy Day & Night ไซส์ L 62 ชิ้น",445.00,389.00,0,THB,"Mother & Baby","Diapering & Potty","Disposable Diapers",https://th-live-01.slatic.net/p/4/mamy-poko-happy-day-amp-night-l-62-1472551085-4667987-1f43fbf0c8f2cf195e64d916c89d6f8e-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fmamy-poko-happy-day-amp-night-l-62-7897664.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,"Mamy Poko",http://ho.lazada.co.th/SHHWUy?sku=MA757TBAA4P9VKANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fmamy-poko-happy-day-amp-night-l-62-7897664.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
NA794TBADA3EANTH-165553,"Natur ถุงเก็บน้ำนมแม่ บรรจุ 30 ถุง",90.00,75.00,0,THB,"Mother & Baby",Feeding,Breastfeeding,https://th-live-01.slatic.net/p/4/natur-30-1450726473-050351-1-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fnatur-30-153050.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Natur,http://ho.lazada.co.th/SHHWUy?sku=NA794TBADA3EANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fnatur-30-153050.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
SA861ELAAFIM5GANTH-31875851,"Samsung Galaxy J7 Pro (Gold)",10900.00,7800.00,0,THB,"Mobiles & Tablets",Mobiles,,https://th-live-02.slatic.net/p/2/samsung-galaxy-j7-pro-gold-1497953210-65726062-4430069d2879fb3c23c59c6095f555db-product.jpg,https://th-live-02.slatic.net/p/2/samsung-galaxy-j7-pro-gold-1497953210-65726062-46b167a79f2c16c93c7225c832dbef85-product.jpg,https://th-live-03.slatic.net/p/2/samsung-galaxy-j7-pro-gold-1497953210-65726062-c2d20ddb108ea76eee2d0b8fc4ec2e2b-product.jpg,https://th-live-02.slatic.net/p/2/samsung-galaxy-j7-pro-gold-1497953210-65726062-8397c7ff8d8ca0802463eb1ff640dac3-product.jpg,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fsamsung-galaxy-j7-pro-gold-26062756.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Samsung,http://ho.lazada.co.th/SHHWUy?sku=SA861ELAAFIM5GANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fsamsung-galaxy-j7-pro-gold-26062756.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
CH843HBAA4374NANTH-8750988,"Cho โช แป้ง ไมโครซิลค์ แป้งพัฟหน้าเด็ก เนื้อใยไหม SPF 15 PA ++ สีM2 ผิวปานกลาง, ขาวเหลือง",890.00,525.00,0,THB,"Health & Beauty",Makeup,Face,https://th-live-02.slatic.net/p/5/cho-spf-15-pa-m2-1489482281-0423915-e51d971a9f5a01ae6b908b464562c49f-product.jpg,https://th-live-02.slatic.net/p/5/cho-spf-15-pa-m2-1489482281-0423915-973a2c5da4025836f7a627cb18c266f2-product.jpg,https://th-live-02.slatic.net/p/5/cho-spf-15-pa-m2-1489482281-0423915-700b359330c906c86029499c0aa78a6a-product.jpg,https://th-live-01.slatic.net/p/5/cho-spf-15-pa-m2-1489482281-0423915-d96265da2a61dd26fbd810fa52610ff6-product.jpg,https://th-live-03.slatic.net/p/5/cho-spf-15-pa-m2-1489482281-0423915-cc806e25c154ab4fea33086bef41c291-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fcho-cho-microsilk-anti-aging-powder-m2-6867671.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Cho,http://ho.lazada.co.th/SHHWUy?sku=CH843HBAA4374NANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fcho-cho-microsilk-anti-aging-powder-m2-6867671.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
SE588OTAA4Z3VOANTH-10682469,"Sevenlight S SPORT นาฬิกาข้อมือ - GP9210 (Pure Black)",1280.00,259.00,0,THB,"Watches Sunglasses Jewellery",Watches,Men,https://th-live-03.slatic.net/p/8/sevenlight-s-sport-gp9210-pure-black-1500987607-2546538-0a92aa755d4245e79b64be4c316a5af1-product.jpg,https://th-live-01.slatic.net/p/8/sevenlight-s-sport-gp9210-pure-black-1500987607-2546538-57ccd22fa53baab8a313349e6c60bef8-product.jpg,https://th-live-03.slatic.net/p/8/sevenlight-s-sport-gp9210-pure-black-1500987607-2546538-da4fcc0057155be695bbf23c3e531fa2-product.jpg,https://th-live-03.slatic.net/p/8/sevenlight-s-sport-gp9210-pure-black-1500987607-2546538-554d57d42450b96380214f460d50b723-product.jpg,https://th-live-02.slatic.net/p/8/sevenlight-s-sport-gp9210-pure-black-1500987607-2546538-5e7754b9e9d2b8232ba3ae30fd88b0fb-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fsevenlight-s-sport-gp9210-pure-black-8356452.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Sevenlight,http://ho.lazada.co.th/SHHWUy?sku=SE588OTAA4Z3VOANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fsevenlight-s-sport-gp9210-pure-black-8356452.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355FAAAQNQ87ANTH-54100999,"QZUnique Womens PU Leather Clutch Wallet Triangle Wristlet Purse With Wrist Strap Black - intl",5732.00,3494.00,0,THB,"Bags and Travel","Women Bags","Wallets & Accessories",https://th-live-02.slatic.net/p/7/qzunique-womens-pu-leather-clutch-wallet-triangle-wristlet-purse-with-wrist-strap-black-intl-1505857109-59077744-f72000c5042c4125e9899448250169f1-product.jpg,,,,,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fqzunique-womens-pu-leather-clutch-wallet-triangle-wristlet-purse-with-wrist-strap-black-intl-44777095.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=," Style 2 Triangle bag-13.3""""L x 13.3""""W x 9.8""""H. Clutches-7.6""""L x 0.19""""W x 5.3""""H. Hand strap length-11.02"""". The second styl",http://ho.lazada.co.th/SHHWUy?sku=UN355FAAAQNQ87ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fqzunique-womens-pu-leather-clutch-wallet-triangle-wristlet-purse-with-wrist-strap-black-intl-44777095.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
UN355ELAAF1D58ANTH-30593049,"i-joystick จอยเกมส์มือถือเเละเเท็บเล็ต รุ่นใหม่ V3(สีดำ)-",720.00,39.00,0,THB,"TV, Audio / Video, Gaming & Wearables","Console Gaming","Other Gaming",https://th-live-01.slatic.net/p/2/i-joystick-v3-1497708231-23975252-5483e40fb49142c6288ef8d178c377de-product.jpg,https://th-live-03.slatic.net/p/2/i-joystick-v3-1497708231-23975252-b4730ae4b7da34c2bcb5686e65e60fbe-product.jpg,https://th-live-03.slatic.net/p/2/i-joystick-v3-1497708231-23975252-04d4ca9ce7f170a153e32e13f0f577ac-product.jpg,https://th-live-01.slatic.net/p/2/i-joystick-v3-1497708231-23975252-70d95e72b3020ea3ef4beae2b892eddf-product.jpg,https://th-live-02.slatic.net/p/2/i-joystick-v3-1497708231-23975252-1c002158df7f13814c35be42680489a5-product.jpg,http://ho.lazada.co.th/SHHYVk?url=https%3A%2F%2Fwww.lazada.co.th%2Fi-joystick-v3-25257932.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=,Unbranded/Generic,http://ho.lazada.co.th/SHHWUy?sku=UN355ELAAF1D58ANTH&redirect=http%3A%2F%2Fho.lazada.co.th%2FSHHYVk%3Furl%3Dhttps%253A%252F%252Fwww.lazada.co.th%252Fi-joystick-v3-25257932.html%253Foffer_id%253D%257Boffer_id%257D%2526affiliate_id%253D%257Baffiliate_id%257D%2526offer_name%253D%257Boffer_name%257D_%257Boffer_file_id%257D%2526affiliate_name%253D%257Baffiliate_name%257D%2526transaction_id%253D%257Btransaction_id%257D%2526aff_source%253D%257Bsource%257D%26aff_sub%3D%26aff_sub2%3D%26aff_sub3%3D%26aff_sub4%3D%26aff_sub5%3D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=
